puzzle_id,rating,moves,themes,fen,solution_depth,description,algo,heuristic,found,solution_length,nodes_expanded,runtime,reached_max_nodes
001pC,878,f1g1 h3f2,['mate' 'mateIn1' 'middlegame' 'oneMove' 'smotheredMate'],r4rk1/pp3ppp/3b4/2p1pPB1/7N/2PP3n/PP4PP/R2Q1RqK w - - 5 18,1,['mate' 'mateIn1' 'middlegame' 'oneMove' 'smotheredMate'],astar,composite_heuristic,1,2,3,0.005494167002325412,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],bfs,na,1,2,4,0.0013218750027590431,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],dfs,na,1,2,29667,1.0175377080013277,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],ucs,na,1,2,4,0.001294249996135477,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,null_heuristic,1,2,4,0.0012305839991313405,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,material_heuristic,1,2,4,0.001680499997746665,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mate_in_one_heuristic,1,2,4,0.008304375005536713,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,attacker_proximity_heuristic,1,2,7,0.005337667003914248,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,opponent_king_escape_heuristic,1,4,319,0.7513319589997991,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mobility_heuristic,1,2,3,0.0021553750048042275,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,checks_available_heuristic,1,2,4,0.006586458002857398,0
001wb,1231,h2g3 g6h5,['mate' 'mateIn1' 'middlegame' 'oneMove'],r3k2r/pb1p1ppp/1b4q1/1Q2P3/8/2NP1Pn1/PP4PP/R1B2R1K w kq - 1 17,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,composite_heuristic,1,2,3,0.010255000001052395,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],bfs,na,1,2,87,0.07983087500178954,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],dfs,na,1,6,102,0.003082708004512824,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],ucs,na,1,2,87,0.06630479099840159,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,null_heuristic,1,2,87,0.0663459160059574,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,material_heuristic,1,2,631,0.5509377909984323,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,mate_in_one_heuristic,1,2,50,0.2309072499992908,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,attacker_proximity_heuristic,1,2,7,0.004450249994988553,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,opponent_king_escape_heuristic,1,2,76,0.1373568340059137,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,mobility_heuristic,1,5,6298,1.7733567910036072,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,checks_available_heuristic,1,2,199,0.7238804170046933,0
002CP,926,f2e3 g6c2,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,1,['endgame' 'mate' 'mateIn1' 'oneMove' 'queensideAttack'],astar,composite_heuristic,1,2,8,0.023883458001364488,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],bfs,na,1,2,4,0.0020203340027364902,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],dfs,na,1,2,3,0.0003755830039153807,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],ucs,na,1,2,4,0.0020277080038795248,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,null_heuristic,1,2,4,0.002086041000438854,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,material_heuristic,1,2,4,0.0029363329958869144,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mate_in_one_heuristic,1,2,4,0.01434375000098953,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,attacker_proximity_heuristic,1,2,4,0.0030592500042985193,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,opponent_king_escape_heuristic,1,2,6,0.008878458000253886,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mobility_heuristic,1,2,3,0.0018782500046654604,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,checks_available_heuristic,1,2,156,0.8682972909955424,0
002HE,1254,g1f2 b8g3,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],1qr2rk1/1p1p1ppp/pB2p1n1/7n/2P1P3/1Q2NP1P/PP2B1Pb/3R1RK1 w - - 1 20,1,['master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],astar,composite_heuristic,1,2,3,0.009013625000079628,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],bfs,na,1,2,3,0.0008035409991862252,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],dfs,na,1,2,3,0.0003195829995092936,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],ucs,na,1,2,3,0.0007772079989081249,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,null_heuristic,1,2,3,0.0007765000045765191,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,material_heuristic,1,2,30,0.033501334000902716,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mate_in_one_heuristic,1,2,28,0.13820933399983915,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,attacker_proximity_heuristic,1,2,4,0.002428250001685228,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,opponent_king_escape_heuristic,1,2,3,0.0016782919992692769,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,mobility_heuristic,1,2,3,0.001470583003538195,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,checks_available_heuristic,1,2,3,0.004597541999828536,0
002Q2,852,f4h6 f5g3,['mate' 'mateIn1' 'middlegame' 'oneMove'],7k/p4R1p/3p3r/2pN1n2/2PbBBb1/3P2P1/P3r3/5R1K w - - 1 28,1,['mate' 'mateIn1' 'middlegame' 'oneMove'],astar,composite_heuristic,1,2,3,0.006870624994917307,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],bfs,na,1,2,66,0.054943916999036446,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],dfs,na,1,6,593,0.01430195799912326,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],ucs,na,1,2,66,0.0553215000036289,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,null_heuristic,1,2,66,0.05592429100215668,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,material_heuristic,1,2,1104,0.9673890840058448,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,mate_in_one_heuristic,1,2,61,0.3146809169993503,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,attacker_proximity_heuristic,1,2,66,0.07945187499717576,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,opponent_king_escape_heuristic,1,2,32,0.07380145900242496,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,mobility_heuristic,1,2,6,0.00411300000268966,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,checks_available_heuristic,1,2,57,0.1509608330015908,0
002Z9,1231,f4d2 e7e8,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],4r1k1/1p2R1p1/p2p2Pp/P1pP4/5q2/1R3p2/1P1Q3P/5B1K b - - 0 34,1,['endgame' 'hangingPiece' 'master' 'mate' 'mateIn1' 'oneMove'],astar,composite_heuristic,1,2,4,0.013667874998645857,0
